"text","label_id","label"
"이번 주문 기준으로 장바꾸니 탭 눌러줘 부탁해","71","click_cart"
"방금 본 상품 기준으로 결제 화면 항목들 설명해줘 부탁해 해주이소","88","read_payment_order_info"
"현재 페이지에서 지금 찜 상태로 바꿔줘 가능해","82","click_wishlist"
"급한데 최종 주문 확인 정보 말해줘","88","read_payment_order_info"
"히어비첫화면으로보내줘","68","go_hearbe"
"이번 주문 기준으로 일단 지금 위치에서 할 수 있는 일 정리해줘 해주세요 바로","74","read_current_page_actions"
"지금 화면에서 먼저 택배 조회 화면 열어줘 지금","92","click_track_delivery"
"방금 본 상픔 기준으로 이번엔 카트 항목 선택해 먼저","84","select_cart_item"
"지금 담아둔 상품 뭐 있어 해주세요","83","read_cart_items"
"다음 주 버스 시간 알려줘","0","unknown"
"현재 페이지에서 먼저 검색 결과에서 눈에 띄는 것 읽어줘","75","read_search_results"
"지금 로그아웃 버튼 눌러줘","73","click_logout"
"지금화면에서이번엔카트상픔명과수랑읽어줘해주세요","83","read_cart_items"
"바로 카트페이지로 이동해 해주이소","71","click_cart"
"방금본상품기준으로지금카트담기실행해줘지금","79","click_add_to_cart"
"먼저 카트 담기 실행해줘 부탁드립니다","79","click_add_to_cart"
"먼저 최종 주문 확인 정보 말해줘","88","read_payment_order_info"
"지금 배송 진행상황 눌러주라 좀 부탁","92","click_track_delivery"
"일단 지금 보는 상품 담아줘","79","click_add_to_cart"
"현재 페이지에서 급한데 선풍기 검색 결과 보여줘","69","search_products"
"급한데 주문내옉 정리하려고 이거 삭제해","94","delete_order_history"
"관심상품으로 저장해줘 부탁드립니다 해주이소","82","click_wishlist"
"잠깐 방금 본 항목 선택 상태로 바꿔 좀","84","select_cart_item"
"잠깐 지금 보는 상품 담아줘 해주세요","79","click_add_to_cart"
"현재 페이지에서 바로 결제하기 눌러줘 부탁해","89","submit_payment"
"현재 페이지에서 급한데 검색된 제품 이름만 읽어줘","75","read_search_results"
"바로 검색된 제품 이름만 읽어줘 부탁","75","read_search_results"
"이번 주문 기준으로 이번엔 옵션명이랑 재고 상태 알려줘","95","read_option_info"
"현재페이지에서 일단 교환 반품 접수해줘","93","request_exchange_return"
"이번엔 택배 어디쯤인지 조회해줘 가능해","92","click_track_delivery"
"방금 본 상품 기준으로 쿠폰 적용 후 금액 알려주라","87","read_order_amount"
"이번엔쿠팡에서로과웃진행해","73","click_logout"
"리뷰 핵심만 정리해줘 부탁드립니다 먼저","81","read_reviews"
"잠깐 검샥된 상품 목록 확인해주세요 부탁해","75","read_search_results"
"바로 배송 상태 확인해줘 좀 먼저","92","click_track_delivery"
"이번엔 장바구니 탭 눌러줘","71","click_cart"
"이번 주문 기준으로 바로 할인 적용된 최종 금액 알려주라 먼저","87","read_order_amount"
"일단 쿠팡 계정 로그인해주이소","72","click_login"
"다음 주 지하철 시간 확인해줘","0","unknown"
"여기서 히어비로 이동해줘","68","go_hearbe"
"이번주문기준으로잠깐리부에서단점위주로알려줘좀지금","81","read_reviews"
"오늘 공부 계획 알려줘","0","unknown"
"아침 지하철 시간 기록해줘","0","unknown"
"잠깐 장바꾸니 탭 눌러줘 가능해","71","click_cart"
"방금 본 상픔 기준으로 같은 상품 장바꾸니에 추가해","79","click_add_to_cart"
"이번 주문 기준으로 한줄 후기들 먼저 보여줘 가능해","81","read_reviews"
"방금 본 상픔기준으로 교환 처리 시작해줘 부탁해","93","request_exchange_return"
"이번 주문 기준으로 옵션 선택 전에 정보 먼저 읽어줘","95","read_option_info"
"이번 주문 기준으로 이 상품 즉시 주문할래 해주세요","80","click_buy_now"
"바로 결제 완료까지 진행해줘 가능해","89","submit_payment"
"바로 결재 페이지 주문 내용 알려줘","88","read_payment_order_info"
"지금 히어비 메인 페이지로 전환해줘 지금","68","go_hearbe"
"지금화면에서검색결과를하나씩불러줘먼저","75","read_search_results"
"일단 색상 사이즈 옵선 읽어줘 해줄래","95","read_option_info"
"잠깐 검색 결과 읽어줘 부탁드립니다","75","read_search_results"
"일단 수량 한 개 줄여줘 부탁","86","adjust_item_quantity"
"지금 화면에서 이번엔 가능한 버튼들 설명해줘 부탁드립니다 해주이소","74","read_current_page_actions"
"바로 지금 검색 결과 몇 개인지랑 같이 읽어줘 해줄래","75","read_search_results"
"방금 본 상품 기준으로 이번엔 같은 상품 장바구니에 추가해 좀","79","click_add_to_cart"
"방금본 상픔 기준으로 먼저 장바구니 항목 전부 보여줘 가능해","83","read_cart_items"
"급한데 한줄 후기들 먼저 보여줘 좀","81","read_reviews"
"지금 화면에서 급한데 담기버튼 눌러줘 해줘 지금","79","click_add_to_cart"
"이번 주문기준으로 먼저 주문내역 탭 눌러","70","click_order_history"
"방금 본 상품 기준으로 일단 특정 상품만 골라줘","84","select_cart_item"
"바로 유산균 상품 검색해주세요 해주이소","69","search_products"
"지금 용량 일 옵선으로 바꿔 해주세요","78","update_product_option"
"장바구니 항목 전부 보여줘 부탁해","83","read_cart_items"
"생수 검샥해줘좀 부탁","69","search_products"
"검샥 결과 중 할인 붙은 거 골라줘 좀","76","select_search_result"
"현재 페이지에서 장바구니 탭 눌러줘 해줘 지금","71","click_cart"
"방금 본 상픔 기준으로 주문 요약 정보 말해줘 해주세요","88","read_payment_order_info"
"이번엔구매자평가읽어줘해주세요","81","read_reviews"
"지금 어떤 상품 결제하는지 읽어줘 해주세요 부탁","88","read_payment_order_info"
"지금 화면에서 급한데 휴지 제일 많이 사는 거 검색해줘","69","search_products"
"잠깐주문서내용읽어주라","88","read_payment_order_info"
"결제 페이지 주문 내용 알려줘 가능해","88","read_payment_order_info"
"지금 알람 하나 맞춰줘","0","unknown"
"이번주문기준으로잠깐담긴물건확인하자해줘","71","click_cart"
"방금 본 상품 기준으로 이번엔 나중에 살 거로 표시해줘 부탁해","82","click_wishlist"
"잠깐 주문내역에서 숨겨줘 해줄래 바로","94","delete_order_history"
"방금 본 상픔 기준으로 잠깐 교환 처리 시작해줘 해주세요","93","request_exchange_return"
"바로 내 주문목록으로 가 해줘","70","click_order_history"
"찜등록해줘해줘","82","click_wishlist"
"아침공부계획정리해줘","0","unknown"
"색상 사이즈옵션 읽어줘 부탁해 부탁","95","read_option_info"
"지금 화면에서 일단 현재 화면 옵션 알려줘 부탁해 부탁","74","read_current_page_actions"
"지난 주문 확인 화면으로 이동해 가능해 해봐","70","click_order_history"
"바로 지금 보는 상품 담아줘 해줘","79","click_add_to_cart"
"현재페이지에서옵선에서대용량으로바꿔줘부탁드립니다해주이소","78","update_product_option"
"급한데후기좋은순으로몇개만읽어줘좀지금","81","read_reviews"
"이번엔 상품 상세 설명 알려줘 해줄래","77","read_product_info"
"이번엔 히어비 첫 화면으로 보내줘","68","go_hearbe"
"이번주문기준으로주문확정하고결재해줘해줘먼저","89","submit_payment"
"지금 화면에서 급한데 결제할 총액 읽어줘","87","read_order_amount"
"지금 화면에서 이번엔 지금 뜬 검색 목록 설명해줘 부탁드립니다","75","read_search_results"
"지금 화면에서 일단 이 상품 옵션 항목 설명해줘 가능해 먼저","95","read_option_info"
"방금 본 상품 기준으로 일단 선택 버튼 눌러줘 해줘","84","select_cart_item"
"잠깐 한줄 후기들 먼저 보여줘 해줄래 해봐","81","read_reviews"
"현재 페이지에서 먼저 원래 히어비 화면으로 돌아가자","68","go_hearbe"
"이번 주문 기준으로 지금 지금 담아둔 상픔 뭐 있어","83","read_cart_items"
"방금 본 상품 기준으로 이번엔 주문 상세 항목 정리해줘 가능해 해봐","91","read_order_detail"
"지금검샥결과중할인붙은거골라줘해줘","76","select_search_result"
"먼저 결제 버튼 실행해 좀","89","submit_payment"
"지금 검샥 결과 읽어줘 지금","75","read_search_results"
"이번엔 옵션에서 블랙 선택해줘","78","update_product_option"
"현재페이지에서카트선택상태지워줘가능해바로","85","unselect_cart_item"
"급한데 상위 검색 결과 알려줘 부탁해","75","read_search_results"
"총 결제금액 얼마야","87","read_order_amount"
"현재 페이지에서 지금 주문조회 페이지 들어가 부탁드립니다","70","click_order_history"
"어떤 상픔 몇 개 샀는지알려줘 가능해","91","read_order_detail"
"일단 내 주문목록으로 가 해줄래","70","click_order_history"
"현재 페이지에서 바로 최종 결제 금액 읽어줘","87","read_order_amount"
"로그인 창 띄워줘","72","click_login"
"방금 본 상품 기준으로 바로 이 상품 옵션 종류 뭐있어","95","read_option_info"
"지금 화면에서 장바구니 탭 눌러줘 부탁해","71","click_cart"
"이번 주문 기준으로 지금 주문 합계금액 확인해줘 부탁드립니다","87","read_order_amount"
"환불 반품 신청해줘","93","request_exchange_return"
"오후 회의 시간 확인해줘","0","unknown"
"일단 결제 진행 버튼 눌러 지금","89","submit_payment"
"이번 주문 기준으로 담기 버튼 눌러줘 부탁드립니다 부탁","79","click_add_to_cart"
"먼저 현재 화면 옵션 알려줘 해주세요","74","read_current_page_actions"
"먼저 구매 전에 장바구니에 넣어줘","79","click_add_to_cart"
"방금 본 상픔기준으로 이번엔 바로 로긴해","72","click_login"
"이번엔 상세 주문 정보 확인해주세요 부탁","91","read_order_detail"
"바로 지금 바로 결제할게","89","submit_payment"
"현재 페이지에서 급한데 내 계정으로 로그인할래","72","click_login"
"이번주문기준으로이번엔택배어디쯤인지조회해줘","92","click_track_delivery"
"바로 일인용 전기포트 검샥해","69","search_products"
"현재 페이지에서 카트로 바로 가 좀","71","click_cart"
"잠깐 지금담아둔 상픔 뭐 있어","83","read_cart_items"
"바로 검샥 결과에서 두 번째 거 선택해줘 가능해 지금","76","select_search_result"
"이번엔 색상 사이즈 옵선 읽어줘 부탁해 부탁","95","read_option_info"
"일단 배송비 포함금액 읽어줘","87","read_order_amount"
"지금 화면에서 결제하기 눌러줘 해줄래 부탁","89","submit_payment"
"이번 주문 기준으로 이번엔 주문내역에서 숨겨줘 해줄래","94","delete_order_history"
"이번 주문 기준으로 옵선을 세트 구성으로 바꿔줘","78","update_product_option"
"이번엔 성분 재질 정보 있으면 읽어줘 해봐","77","read_product_info"
"주말 버스 시간 확인해줘","0","unknown"
"지금 닭가슴살 찾아줘 해주세요","69","search_products"
"결제 진행 버튼 눌러 해봐","89","submit_payment"
"현재 페이지에서 먼저 검샥된 상픔 목록 확인해줘 부탁","75","read_search_results"
"이번 주문 기준으로 로긴 단계로 넘어가 부탁드립니다","72","click_login"
"이번엔지금선택한옵션취소하고새로선택해줘부탁드립니다바로","78","update_product_option"
"지금 화면에서 먼저 방금 본 항목 선택 상태로 바꿔 가능해","84","select_cart_item"
"일단 이 상품 옵션 종류 뭐 있어","95","read_option_info"
"급한데 실사용자 후기 알려줘 부탁","81","read_reviews"
"먼저 같은 상품 장바구니에 추가해 해봐","79","click_add_to_cart"
"급한데결재실행해줘부탁해바로","89","submit_payment"
"지금 지난 주문 확인 화면으로 이동해 가능해 지금","70","click_order_history"
"현재 페이지에서 급한데 이 상품 수량 이개로 바꿔줘 부탁","86","adjust_item_quantity"
"바로 총 결제금액 얼마야 좀","87","read_order_amount"
"잠깐 배송정보 추적해줘","92","click_track_delivery"
"방금 본 상품 기준으로 지금 총 결제금액 얼마야 가능해 바로","87","read_order_amount"
"이번 주문 기준으로 바로 카트 항목 선택해 먼저","84","select_cart_item"
"방금 본 상품 기준으로 바로 장바꾸니 조회해줘","71","click_cart"
"지금 선택된 상픔들 읽어줘 해주세요 먼저","83","read_cart_items"
"지금 화면에서 지금택배 조회 화면 열어줘 해줄래","92","click_track_delivery"
"급한데 리뷰에서 단점 위주로 알려줘 해주세요","81","read_reviews"
"지금 화면에서 주문내역 탭 눌러 해주이소","70","click_order_history"
"바로 수랑 변경 적용해줘","86","adjust_item_quantity"
"지금 장바구니 탭 눌러줘 해봐","71","click_cart"
"이 상품 정보 읽어줘","77","read_product_info"
"지금 화면에서 잠깐 내역에서 이 건 삭제해주세요 해주세요","94","delete_order_history"
"장바구니 열어줘","71","click_cart"
"위시리스트 추가해줘 좀 부탁","82","click_wishlist"
"방금 본 상픔 기준으로 이번엔 이 제품 담기 클릭해줘","79","click_add_to_cart"
"급한데 검색된 상품 목록 확인해줘 해주세요 지금","75","read_search_results"
"방금 본 상품 기준으로 이 상품 찜 목록에 넣어줘 가능해","82","click_wishlist"
"현재 페이지에서 삭제 요청 실행해줘","94","delete_order_history"
"배송 진행상황 눌러줘 부탁드립니다 해봐","92","click_track_delivery"
"방금 본 상품 기준으로 일단 위시리스트에 추가해 부탁해","82","click_wishlist"
"지금 화면에서 카트에 뭐 담겼는지 말해줘 먼저","83","read_cart_items"
"지금 화면에서 이번엔 결과에서 마지막 상픔 선택해줘 좀","76","select_search_result"
"바로 특정 상품만 골라줘","84","select_cart_item"
"지금 수면 기록 확인해줘","0","unknown"
"이번엔장바꾸니열어줘가능해","71","click_cart"
"현재 페이지에서 바로 카트 페이지로 이동해 해봐","71","click_cart"
"지금 담긴 물건들 가격 같이 알려주라 먼저","83","read_cart_items"
"이번엔 선택 해제 버튼 눌러줘","85","unselect_cart_item"
"잠깐 내 장바꾸니 내역 읽어줘","83","read_cart_items"
"잠깐 네 번째 결과 선택해 가능해","76","select_search_result"
"잠깐 지금 선택한 옵션 취소하고 새로 선택해주세요","78","update_product_option"
"바로 두 번째 옵션 선택해줘 해봐","78","update_product_option"
"바로 검색된 상품 목록 확인해주세요","75","read_search_results"
"지금 보는 상품 담아줘","79","click_add_to_cart"
"이 상품 옵션 항목 설명해줘 해주세요","95","read_option_info"
"방금 본 상픔 기준으로 바로 계정 로그인진행해 해줄래","72","click_login"
"먼저 구매하기 눌러줘","80","click_buy_now"
"이번엔 지금 결제로 넘어가 부탁해","80","click_buy_now"
"이번 주문 기준으로 주문 기록 보러 가자 가능해","70","click_order_history"
"현재페이지에서 지금 별점 낮은 리뷰부터 보여줘 부탁드립니다","81","read_reviews"
"방금 본 상품 기준으로 주문내역 페이지 열어줘 좀","70","click_order_history"
"받는 사람 주소 상픔 정보 읽어줘 좀 먼저","88","read_payment_order_info"
"결제하기 눌러줘","89","submit_payment"
"현재 페이지에서 먼저 리부 많은 상픔으로 들어가줘","76","select_search_result"
"방금 본 상품 기준으로 이번엔 상세 주문 정보 확인해줘 해주세요","91","read_order_detail"
"이 제품 어떤 건지 설명해줘 해봐","77","read_product_info"
"지금 화면에서 두 번째 옵션 선택해줘 부탁해","78","update_product_option"
"지금 반품 진행 버튼 눌러줘 해줘","93","request_exchange_return"
"지금 화면에서 일단 검샥 결과 중 할인 붙은 거 골라줘","76","select_search_result"
"현재 페이지에서 선택된 것들 다 풀어줘 가능해","85","unselect_cart_item"
"가능한 버튼들 설명해줘","74","read_current_page_actions"
"방금 본 상품 기준으로 지금 옵션을 세트 구성으로 바꿔줘 부탁해 해봐","78","update_product_option"
"이번엔 최근 주문내역 보게 이동해줘 바로","70","click_order_history"
"바로 옵선에서 블랙 선택해줘 좀","78","update_product_option"
"방금 본 상품 기준으로 결과 리스트 간단히 말해줘 해줘","75","read_search_results"
"이 상품 선택해줘 부탁","84","select_cart_item"
"주문번호 기준으로 상세 보여줘 해주세요","91","read_order_detail"
"내일일정알려줘","0","unknown"
"방금 본 상품 기준으로 이 상품 선택해줘","84","select_cart_item"
"먼저 계정 연결 끊어줘 가능해 지금","73","click_logout"
"현재페이지에서내가내야할돈얼마인지말해줘해줘","87","read_order_amount"
"이번주문기준으로이번엔빠른구매로진행해줘","80","click_buy_now"
"한 번 담아둘게 장바꾸니 추가 좀","79","click_add_to_cart"
"바로 로그인해 해줄래지금","72","click_login"
"급한데 개수 삼으로 조절해줘","86","adjust_item_quantity"
"방금 본 상품 기준으로 일단 최근 리뷰 요약해주이소 바로","81","read_reviews"
"제품 소개 문구 읽어줘","77","read_product_info"
"지금 화면에서 바로 옵선 다른 걸로 다시 골라줘","78","update_product_option"
"이번 주문 기준으로 이번엔쿠팡에서 비타민 찾아봐 가능해","69","search_products"
"급한데 화면 기준으로 가능한 명령 알려줘","74","read_current_page_actions"
"방금 본 상품 기준으로 잠깐 선택 버튼 눌러줘 해봐","84","select_cart_item"
"먼저 검색 결과에서 눈에 띄는 것 읽어줘 지금","75","read_search_results"
"지금 화면에서 이거 장바꾸니로 보내","79","click_add_to_cart"
"현재 페이지에서 이번엔 배송 상태 확인해줘 부탁해 바로","92","click_track_delivery"
"이번 주문 기준으로 급한데 상위 검색 결과 알려줘","75","read_search_results"
"지금 화면에서 이번엔 주문내역 페이지 열어줘","70","click_order_history"
"현재 페이지에서 주문 확정하고 결제해주이소 좀","89","submit_payment"
"지금 화면에서 로그인 풀어줘 가능해 해주이소","73","click_logout"
"현재페이지에서이번엔카트아이콘눌러줘부탁드립니다","71","click_cart"
"현재 페이지에서 잠깐 나중에 보게 찜해둬 좀 해주이소","82","click_wishlist"
"지금 화면에서 담긴 물건 확인하자 해주세요","71","click_cart"
"급한데 주문내옉 정리하려고 이거 삭제해 좀 먼저","94","delete_order_history"
"바로 주문 배송 조회 메뉴 눌러줘 해주세요","70","click_order_history"
"먼저 이 주문 기록 지워줘 해주이소","94","delete_order_history"
"쇼핑 끝났으니 히어비로 복귀해 부탁해 바로","68","go_hearbe"
